phone,id,fol,prev,word,start,end,file_name
b,0-0-6-0,a,#,vaya,1.37,1.44,habitanteysuesperanza_01_neruda_128kb_11
a,0-0-6-1,ʃ,b,vaya,1.44,1.52,habitanteysuesperanza_01_neruda_128kb_11
ʃ,0-0-6-2,a,a,vaya,1.52,1.6,habitanteysuesperanza_01_neruda_128kb_11
a,0-0-6-3,#,ʃ,vaya,1.6,1.69,habitanteysuesperanza_01_neruda_128kb_11
a,0-0-7-0,#,#,a,1.69,1.74,habitanteysuesperanza_01_neruda_128kb_11
k,0-0-8-0,a,#,casa,1.74,1.83,habitanteysuesperanza_01_neruda_128kb_11
a,0-0-8-1,s,k,casa,1.83,1.9,habitanteysuesperanza_01_neruda_128kb_11
s,0-0-8-2,a,a,casa,1.9,2.01,habitanteysuesperanza_01_neruda_128kb_11
a,0-0-8-3,#,s,casa,2.01,2.07,habitanteysuesperanza_01_neruda_128kb_11
d̪,0-0-9-0,e,#,de,2.07,2.12,habitanteysuesperanza_01_neruda_128kb_11
e,0-0-9-1,#,d̪,de,2.12,2.19,habitanteysuesperanza_01_neruda_128kb_11
i,0-0-10-0,ɾ,#,irene,2.19,2.23,habitanteysuesperanza_01_neruda_128kb_11
ɾ,0-0-10-1,e,i,irene,2.23,2.27,habitanteysuesperanza_01_neruda_128kb_11
e,0-0-10-2,n,ɾ,irene,2.27,2.37,habitanteysuesperanza_01_neruda_128kb_11
n,0-0-10-3,e,e,irene,2.37,2.44,habitanteysuesperanza_01_neruda_128kb_11
e,0-0-10-4,#,n,irene,2.44,2.733741,habitanteysuesperanza_01_neruda_128kb_11
,0-0-0-0,#,#,,0.0,0.08,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-1-0,#,#,a,0.08,0.13,habitanteysuesperanza_01_neruda_128kb_12
t̪,0-0-2-0,ɾ,#,través,0.13,0.2,habitanteysuesperanza_01_neruda_128kb_12
ɾ,0-0-2-1,a,t̪,través,0.2,0.23,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-2-2,β,ɾ,través,0.23,0.27,habitanteysuesperanza_01_neruda_128kb_12
β,0-0-2-3,e,a,través,0.27,0.33,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-2-4,s,β,través,0.33,0.44,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-2-5,#,e,través,0.44,0.56,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-3-0,#,#,o,0.56,0.61,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-4-0,s,#,ese,0.61,0.66,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-4-1,e,e,ese,0.66,0.76,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-4-2,#,s,ese,0.76,0.79,habitanteysuesperanza_01_neruda_128kb_12
r,0-0-5-0,e,#,recinto,0.79,0.85,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-5-1,s,r,recinto,0.85,0.89,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-5-2,ĩ,e,recinto,0.89,1.0,habitanteysuesperanza_01_neruda_128kb_12
ĩ,0-0-5-3,n,s,recinto,1.0,1.04,habitanteysuesperanza_01_neruda_128kb_12
n,0-0-5-4,t̪,ĩ,recinto,1.04,1.12,habitanteysuesperanza_01_neruda_128kb_12
t̪,0-0-5-5,o,n,recinto,1.12,1.17,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-5-6,#,t̪,recinto,1.17,1.22,habitanteysuesperanza_01_neruda_128kb_12
spn,0-0-6-0,#,#,valdío,1.22,1.65,habitanteysuesperanza_01_neruda_128kb_12
c,0-0-7-0,e,#,que,1.65,1.72,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-7-1,#,c,que,1.72,1.75,habitanteysuesperanza_01_neruda_128kb_12
m,0-0-8-0,e,#,me,1.75,1.81,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-8-1,#,m,me,1.81,1.85,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-9-0,e,#,separa,1.85,1.95,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-9-1,p,s,separa,1.95,1.99,habitanteysuesperanza_01_neruda_128kb_12
p,0-0-9-2,a,e,separa,1.99,2.08,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-9-3,ɾ,p,separa,2.08,2.14,habitanteysuesperanza_01_neruda_128kb_12
ɾ,0-0-9-4,a,a,separa,2.14,2.19,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-9-5,#,ɾ,separa,2.19,2.24,habitanteysuesperanza_01_neruda_128kb_12
d̪,0-0-10-0,e,#,del,2.24,2.29,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-10-1,l,d̪,del,2.29,2.32,habitanteysuesperanza_01_neruda_128kb_12
l,0-0-10-2,#,e,del,2.32,2.4,habitanteysuesperanza_01_neruda_128kb_12
p,0-0-11-0,w,#,pueblo,2.4,2.47,habitanteysuesperanza_01_neruda_128kb_12
w,0-0-11-1,e,p,pueblo,2.47,2.52,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-11-2,β,w,pueblo,2.52,2.57,habitanteysuesperanza_01_neruda_128kb_12
β,0-0-11-3,l,e,pueblo,2.57,2.63,habitanteysuesperanza_01_neruda_128kb_12
l,0-0-11-4,o,β,pueblo,2.63,2.68,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-11-5,#,l,pueblo,2.68,2.83,habitanteysuesperanza_01_neruda_128kb_12
,0-0-12-0,#,#,,2.83,3.16,habitanteysuesperanza_01_neruda_128kb_12
k,0-0-13-0,o,#,cosa,3.16,3.22,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-13-1,s,k,cosa,3.22,3.27,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-13-2,a,o,cosa,3.27,3.37,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-13-3,#,s,cosa,3.37,3.43,habitanteysuesperanza_01_neruda_128kb_12
d̪,0-0-14-0,e,#,de,3.43,3.49,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-14-1,#,d̪,de,3.49,3.52,habitanteysuesperanza_01_neruda_128kb_12
u,0-0-15-0,n,#,una,3.52,3.6,habitanteysuesperanza_01_neruda_128kb_12
n,0-0-15-1,a,u,una,3.6,3.66,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-15-2,#,n,una,3.66,3.72,habitanteysuesperanza_01_neruda_128kb_12
l,0-0-16-0,e,#,legua,3.72,3.8,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-16-1,ɣ,l,legua,3.8,3.9,habitanteysuesperanza_01_neruda_128kb_12
ɣ,0-0-16-2,w,e,legua,3.9,3.97,habitanteysuesperanza_01_neruda_128kb_12
w,0-0-16-3,a,ɣ,legua,3.97,4.03,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-16-4,#,w,legua,4.03,4.25,habitanteysuesperanza_01_neruda_128kb_12
,0-0-17-0,#,#,,4.25,4.55,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-18-0,i,#,sigo,4.55,4.67,habitanteysuesperanza_01_neruda_128kb_12
i,0-0-18-1,ɣ,s,sigo,4.67,4.71,habitanteysuesperanza_01_neruda_128kb_12
ɣ,0-0-18-2,o,i,sigo,4.71,4.78,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-18-3,#,ɣ,sigo,4.78,4.88,habitanteysuesperanza_01_neruda_128kb_12
p,0-0-19-0,o,#,por,4.88,4.93,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-19-1,r,p,por,4.93,4.97,habitanteysuesperanza_01_neruda_128kb_12
r,0-0-19-2,#,o,por,4.97,5.01,habitanteysuesperanza_01_neruda_128kb_12
l,0-0-20-0,a,#,las,5.01,5.09,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-20-1,s,l,las,5.09,5.13,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-20-2,#,a,las,5.13,5.21,habitanteysuesperanza_01_neruda_128kb_12
k,0-0-21-0,a,#,calles,5.21,5.29,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-21-1,ʃ,k,calles,5.29,5.34,habitanteysuesperanza_01_neruda_128kb_12
ʃ,0-0-21-2,e,a,calles,5.34,5.42,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-21-3,s,ʃ,calles,5.42,5.48,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-21-4,#,e,calles,5.48,5.56,habitanteysuesperanza_01_neruda_128kb_12
d̪,0-0-22-0,e,#,deshabitadas,5.56,5.61,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-22-1,s,d̪,deshabitadas,5.61,5.65,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-22-2,a,e,deshabitadas,5.65,5.74,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-22-3,β,s,deshabitadas,5.74,5.77,habitanteysuesperanza_01_neruda_128kb_12
β,0-0-22-4,i,a,deshabitadas,5.77,5.82,habitanteysuesperanza_01_neruda_128kb_12
i,0-0-22-5,t̪,β,deshabitadas,5.82,5.88,habitanteysuesperanza_01_neruda_128kb_12
t̪,0-0-22-6,a,i,deshabitadas,5.88,5.96,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-22-7,ð,t̪,deshabitadas,5.96,6.07,habitanteysuesperanza_01_neruda_128kb_12
ð,0-0-22-8,a,a,deshabitadas,6.07,6.12,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-22-9,s,ð,deshabitadas,6.12,6.2,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-22-10,#,a,deshabitadas,6.2,6.32,habitanteysuesperanza_01_neruda_128kb_12
,0-0-23-0,#,#,,6.32,6.55,habitanteysuesperanza_01_neruda_128kb_12
ɟʝ,0-0-24-0,e,#,y,6.55,6.61,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-24-1,#,ɟʝ,y,6.61,6.64,habitanteysuesperanza_01_neruda_128kb_12
m,0-0-25-0,e,#,me,6.64,6.69,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-25-1,#,m,me,6.69,6.76,habitanteysuesperanza_01_neruda_128kb_12
spn,0-0-26-0,#,#,detengo,6.76,7.16,habitanteysuesperanza_01_neruda_128kb_12
f,0-0-27-0,ɾ,#,frente,7.16,7.26,habitanteysuesperanza_01_neruda_128kb_12
ɾ,0-0-27-1,ẽ,f,frente,7.26,7.31,habitanteysuesperanza_01_neruda_128kb_12
ẽ,0-0-27-2,n,ɾ,frente,7.31,7.36,habitanteysuesperanza_01_neruda_128kb_12
n,0-0-27-3,t̪,ẽ,frente,7.36,7.44,habitanteysuesperanza_01_neruda_128kb_12
t̪,0-0-27-4,e,n,frente,7.44,7.51,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-27-5,#,t̪,frente,7.51,7.54,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-28-0,l,#,al,7.54,7.6,habitanteysuesperanza_01_neruda_128kb_12
l,0-0-28-1,#,a,al,7.6,7.68,habitanteysuesperanza_01_neruda_128kb_12
p,0-0-29-0,o,#,portón,7.68,7.76,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-29-1,ɾ,p,portón,7.76,7.8,habitanteysuesperanza_01_neruda_128kb_12
ɾ,0-0-29-2,t̪,o,portón,7.8,7.87,habitanteysuesperanza_01_neruda_128kb_12
t̪,0-0-29-3,õ,ɾ,portón,7.87,7.95,habitanteysuesperanza_01_neruda_128kb_12
õ,0-0-29-4,n,t̪,portón,7.95,8.02,habitanteysuesperanza_01_neruda_128kb_12
n,0-0-29-5,#,õ,portón,8.02,8.08,habitanteysuesperanza_01_neruda_128kb_12
d̪,0-0-30-0,e,#,de,8.08,8.12,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-30-1,#,d̪,de,8.12,8.16,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-31-0,u,#,su,8.16,8.25,habitanteysuesperanza_01_neruda_128kb_12
u,0-0-31-1,#,s,su,8.25,8.31,habitanteysuesperanza_01_neruda_128kb_12
k,0-0-32-0,a,#,casa,8.31,8.37,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-32-1,s,k,casa,8.37,8.47,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-32-2,a,a,casa,8.47,8.59,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-32-3,#,s,casa,8.59,8.9,habitanteysuesperanza_01_neruda_128kb_12
,0-0-33-0,#,#,,8.9,8.94,habitanteysuesperanza_01_neruda_128kb_12
d̪,0-0-34-0,õ,#,donde,8.94,9.02,habitanteysuesperanza_01_neruda_128kb_12
õ,0-0-34-1,n,d̪,donde,9.02,9.06,habitanteysuesperanza_01_neruda_128kb_12
n,0-0-34-2,d̪,õ,donde,9.06,9.12,habitanteysuesperanza_01_neruda_128kb_12
d̪,0-0-34-3,e,n,donde,9.12,9.15,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-34-4,#,d̪,donde,9.15,9.19,habitanteysuesperanza_01_neruda_128kb_12
l,0-0-35-0,a,#,la,9.19,9.23,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-35-1,#,l,la,9.23,9.29,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-36-0,s,#,espero,9.29,9.33,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-36-1,p,e,espero,9.33,9.42,habitanteysuesperanza_01_neruda_128kb_12
p,0-0-36-2,e,s,espero,9.42,9.5,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-36-3,ɾ,p,espero,9.5,9.59,habitanteysuesperanza_01_neruda_128kb_12
ɾ,0-0-36-4,o,e,espero,9.59,9.63,habitanteysuesperanza_01_neruda_128kb_12
o,0-0-36-5,#,ɾ,espero,9.63,9.74,habitanteysuesperanza_01_neruda_128kb_12
,0-0-37-0,#,#,,9.74,9.77,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-38-0,p,#,aparecer,9.77,9.88,habitanteysuesperanza_01_neruda_128kb_12
p,0-0-38-1,a,a,aparecer,9.88,9.92,habitanteysuesperanza_01_neruda_128kb_12
a,0-0-38-2,ɾ,p,aparecer,9.92,9.97,habitanteysuesperanza_01_neruda_128kb_12
ɾ,0-0-38-3,e,a,aparecer,9.97,10.0,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-38-4,s,ɾ,aparecer,10.0,10.07,habitanteysuesperanza_01_neruda_128kb_12
s,0-0-38-5,e,e,aparecer,10.07,10.17,habitanteysuesperanza_01_neruda_128kb_12
e,0-0-38-6,r,s,aparecer,10.17,10.22,habitanteysuesperanza_01_neruda_128kb_12
r,0-0-38-7,#,e,aparecer,10.22,10.4,habitanteysuesperanza_01_neruda_128kb_12
,0-0-39-0,#,#,,10.4,10.428753,habitanteysuesperanza_01_neruda_128kb_12
,0-0-0-0,#,#,,0.0,0.03,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-1-0,i,#,si,0.03,0.16,habitanteysuesperanza_01_neruda_128kb_13
i,0-0-1-1,#,s,si,0.16,0.24,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-2-0,s,#,está,0.24,0.31,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-2-1,t̪,e,está,0.31,0.39,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-2-2,a,s,está,0.39,0.45,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-2-3,#,t̪,está,0.45,0.51,habitanteysuesperanza_01_neruda_128kb_13
spn,0-0-3-0,#,#,lavándome,0.51,1.03,habitanteysuesperanza_01_neruda_128kb_13
ɡ,0-0-4-0,u,#,gusta,1.03,1.07,habitanteysuesperanza_01_neruda_128kb_13
u,0-0-4-1,s,ɡ,gusta,1.07,1.16,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-4-2,t̪,u,gusta,1.16,1.24,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-4-3,a,s,gusta,1.24,1.29,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-4-4,#,t̪,gusta,1.29,1.34,habitanteysuesperanza_01_neruda_128kb_13
b,0-0-5-0,e,#,ver,1.34,1.42,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-5-1,ɾ,b,ver,1.42,1.47,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-5-2,#,e,ver,1.47,1.52,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-6-0,u,#,sus,1.52,1.62,habitanteysuesperanza_01_neruda_128kb_13
u,0-0-6-1,s,s,sus,1.62,1.66,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-6-2,#,u,sus,1.66,1.74,habitanteysuesperanza_01_neruda_128kb_13
m,0-0-7-0,a,#,manos,1.74,1.8,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-7-1,n,m,manos,1.8,1.89,habitanteysuesperanza_01_neruda_128kb_13
n,0-0-7-2,o,a,manos,1.89,1.95,habitanteysuesperanza_01_neruda_128kb_13
o,0-0-7-3,s,n,manos,1.95,2.04,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-7-4,#,o,manos,2.04,2.14,habitanteysuesperanza_01_neruda_128kb_13
c,0-0-8-0,e,#,que,2.14,2.21,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-8-1,#,c,que,2.21,2.27,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-9-0,e,#,se,2.27,2.38,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-9-1,#,s,se,2.38,2.42,habitanteysuesperanza_01_neruda_128kb_13
spn,0-0-10-0,#,#,asulan,2.42,2.82,habitanteysuesperanza_01_neruda_128kb_13
k,0-0-11-0,õ,#,con,2.82,2.87,habitanteysuesperanza_01_neruda_128kb_13
õ,0-0-11-1,n,k,con,2.87,2.91,habitanteysuesperanza_01_neruda_128kb_13
n,0-0-11-2,#,õ,con,2.91,2.96,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-12-0,l,#,el,2.96,3.0,habitanteysuesperanza_01_neruda_128kb_13
l,0-0-12-1,#,e,el,3.0,3.07,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-13-0,ɣ,#,agua,3.07,3.11,habitanteysuesperanza_01_neruda_128kb_13
ɣ,0-0-13-1,w,a,agua,3.11,3.18,habitanteysuesperanza_01_neruda_128kb_13
w,0-0-13-2,a,ɣ,agua,3.18,3.24,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-13-3,#,w,agua,3.24,3.28,habitanteysuesperanza_01_neruda_128kb_13
f,0-0-14-0,ɾ,#,fría,3.28,3.37,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-14-1,i,f,fría,3.37,3.44,habitanteysuesperanza_01_neruda_128kb_13
i,0-0-14-2,a,ɾ,fría,3.44,3.51,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-14-3,#,i,fría,3.51,3.76,habitanteysuesperanza_01_neruda_128kb_13
,0-0-15-0,#,#,,3.76,4.11,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-16-0,i,#,si,4.11,4.22,habitanteysuesperanza_01_neruda_128kb_13
i,0-0-16-1,#,s,si,4.22,4.28,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-17-0,s,#,está,4.28,4.36,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-17-1,t̪,e,está,4.36,4.44,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-17-2,a,s,está,4.44,4.5,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-17-3,#,t̪,está,4.5,4.61,habitanteysuesperanza_01_neruda_128kb_13
ẽ,0-0-18-0,n,#,entre,4.61,4.65,habitanteysuesperanza_01_neruda_128kb_13
n,0-0-18-1,t̪,ẽ,entre,4.65,4.71,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-18-2,ɾ,n,entre,4.71,4.75,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-18-3,e,t̪,entre,4.75,4.79,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-18-4,#,ɾ,entre,4.79,4.84,habitanteysuesperanza_01_neruda_128kb_13
l,0-0-19-0,a,#,la,4.84,4.88,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-19-1,#,l,la,4.88,4.92,habitanteysuesperanza_01_neruda_128kb_13
w,0-0-20-0,e,#,huerta,4.92,5.06,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-20-1,ɾ,w,huerta,5.06,5.11,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-20-2,t̪,e,huerta,5.11,5.18,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-20-3,a,ɾ,huerta,5.18,5.26,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-20-4,#,t̪,huerta,5.26,5.38,habitanteysuesperanza_01_neruda_128kb_13
,0-0-21-0,#,#,,5.38,5.58,habitanteysuesperanza_01_neruda_128kb_13
m,0-0-22-0,e,#,me,5.58,5.66,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-22-1,#,m,me,5.66,5.69,habitanteysuesperanza_01_neruda_128kb_13
ɡ,0-0-23-0,u,#,gusta,5.69,5.75,habitanteysuesperanza_01_neruda_128kb_13
u,0-0-23-1,s,ɡ,gusta,5.75,5.82,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-23-2,t̪,u,gusta,5.82,5.9,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-23-3,a,s,gusta,5.9,5.95,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-23-4,#,t̪,gusta,5.95,6.0,habitanteysuesperanza_01_neruda_128kb_13
b,0-0-24-0,e,#,ver,6.0,6.06,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-24-1,r,b,ver,6.06,6.1,habitanteysuesperanza_01_neruda_128kb_13
r,0-0-24-2,#,e,ver,6.1,6.15,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-25-0,u,#,su,6.15,6.24,habitanteysuesperanza_01_neruda_128kb_13
u,0-0-25-1,#,s,su,6.24,6.29,habitanteysuesperanza_01_neruda_128kb_13
k,0-0-26-0,a,#,cabeza,6.29,6.36,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-26-1,β,k,cabeza,6.36,6.4,habitanteysuesperanza_01_neruda_128kb_13
β,0-0-26-2,e,a,cabeza,6.4,6.47,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-26-3,s,β,cabeza,6.47,6.54,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-26-4,a,e,cabeza,6.54,6.66,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-26-5,#,s,cabeza,6.66,6.71,habitanteysuesperanza_01_neruda_128kb_13
ẽ,0-0-27-0,n,#,entre,6.71,6.75,habitanteysuesperanza_01_neruda_128kb_13
n,0-0-27-1,t̪,ẽ,entre,6.75,6.79,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-27-2,ɾ,n,entre,6.79,6.84,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-27-3,e,t̪,entre,6.84,6.88,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-27-4,#,ɾ,entre,6.88,6.92,habitanteysuesperanza_01_neruda_128kb_13
l,0-0-28-0,a,#,las,6.92,6.97,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-28-1,s,l,las,6.97,7.03,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-28-2,#,a,las,7.03,7.1,habitanteysuesperanza_01_neruda_128kb_13
p,0-0-29-0,e,#,pesadas,7.1,7.17,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-29-1,s,p,pesadas,7.17,7.2,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-29-2,a,e,pesadas,7.2,7.31,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-29-3,ð,s,pesadas,7.31,7.41,habitanteysuesperanza_01_neruda_128kb_13
ð,0-0-29-4,a,a,pesadas,7.41,7.45,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-29-5,s,ð,pesadas,7.45,7.5,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-29-6,#,a,pesadas,7.5,7.59,habitanteysuesperanza_01_neruda_128kb_13
f,0-0-30-0,l,#,flores,7.59,7.65,habitanteysuesperanza_01_neruda_128kb_13
l,0-0-30-1,o,f,flores,7.65,7.69,habitanteysuesperanza_01_neruda_128kb_13
o,0-0-30-2,ɾ,l,flores,7.69,7.78,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-30-3,e,o,flores,7.78,7.83,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-30-4,s,ɾ,flores,7.83,7.9,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-30-5,#,e,flores,7.9,7.96,habitanteysuesperanza_01_neruda_128kb_13
d̪,0-0-31-0,e,#,del,7.96,8.01,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-31-1,l,d̪,del,8.01,8.04,habitanteysuesperanza_01_neruda_128kb_13
l,0-0-31-2,#,e,del,8.04,8.09,habitanteysuesperanza_01_neruda_128kb_13
ç,0-0-32-0,i,#,girasol,8.09,8.18,habitanteysuesperanza_01_neruda_128kb_13
i,0-0-32-1,ɾ,ç,girasol,8.18,8.22,habitanteysuesperanza_01_neruda_128kb_13
ɾ,0-0-32-2,a,i,girasol,8.22,8.27,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-32-3,s,ɾ,girasol,8.27,8.32,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-32-4,o,a,girasol,8.32,8.45,habitanteysuesperanza_01_neruda_128kb_13
o,0-0-32-5,l,s,girasol,8.45,8.54,habitanteysuesperanza_01_neruda_128kb_13
l,0-0-32-6,#,o,girasol,8.54,8.69,habitanteysuesperanza_01_neruda_128kb_13
,0-0-33-0,#,#,,8.69,9.11,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-34-0,i,#,si,9.11,9.23,habitanteysuesperanza_01_neruda_128kb_13
i,0-0-34-1,#,s,si,9.23,9.28,habitanteysuesperanza_01_neruda_128kb_13
n,0-0-35-0,o,#,no,9.28,9.33,habitanteysuesperanza_01_neruda_128kb_13
o,0-0-35-1,#,n,no,9.33,9.41,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-36-0,s,#,está,9.41,9.46,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-36-1,t̪,e,está,9.46,9.55,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-36-2,a,s,está,9.55,9.6,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-36-3,#,t̪,está,9.6,9.88,habitanteysuesperanza_01_neruda_128kb_13
,0-0-37-0,#,#,,9.88,9.99,habitanteysuesperanza_01_neruda_128kb_13
m,0-0-38-0,e,#,me,9.99,10.06,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-38-1,#,m,me,10.06,10.09,habitanteysuesperanza_01_neruda_128kb_13
ɡ,0-0-39-0,u,#,gusta,10.09,10.15,habitanteysuesperanza_01_neruda_128kb_13
u,0-0-39-1,s,ɡ,gusta,10.15,10.23,habitanteysuesperanza_01_neruda_128kb_13
s,0-0-39-2,t̪,u,gusta,10.23,10.29,habitanteysuesperanza_01_neruda_128kb_13
t̪,0-0-39-3,a,s,gusta,10.29,10.34,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-39-4,#,t̪,gusta,10.34,10.38,habitanteysuesperanza_01_neruda_128kb_13
b,0-0-40-0,e,#,ver,10.38,10.45,habitanteysuesperanza_01_neruda_128kb_13
e,0-0-40-1,r,b,ver,10.45,10.49,habitanteysuesperanza_01_neruda_128kb_13
r,0-0-40-2,#,e,ver,10.49,10.54,habitanteysuesperanza_01_neruda_128kb_13
b,0-0-41-0,a,#,vacío,10.54,10.58,habitanteysuesperanza_01_neruda_128kb_13
a,0-0-41-1,s,b,vacío,10.58,10.63,habitanteysuesperanza_01_neruda_128kb_13
